scenario,time,reachable_fraction,mean_path_cost,max_path_cost,network_efficiency
spread,62,0.8888888888888888,11.984375,22,0.10688145420554938
spread,63,0.8888888888888888,11.984375,22,0.10688145420554938
spread,64,0.8888888888888888,11.984375,22,0.10688145420554938
spread,65,0.8888888888888888,11.984375,22,0.10688145420554938
spread,66,0.8888888888888888,11.984375,22,0.10688145420554938
spread,67,0.8888888888888888,11.984375,22,0.10688145420554938
spread,68,0.8888888888888888,11.984375,22,0.10688145420554938
spread,69,0.8888888888888888,11.984375,22,0.10688145420554938
spread,70,0.8888888888888888,11.984375,22,0.10688145420554938
spread,71,0.8888888888888888,11.984375,22,0.10688145420554938
spread,72,0.8888888888888888,11.984375,22,0.10688145420554938
spread,73,0.8888888888888888,11.984375,22,0.10688145420554938
spread,74,0.8888888888888888,11.984375,22,0.10688145420554938
spread,75,0.8888888888888888,11.984375,22,0.10688145420554938
spread,76,0.8888888888888888,11.984375,22,0.10688145420554938
spread,77,0.8888888888888888,11.984375,22,0.10688145420554938
spread,78,0.8888888888888888,11.984375,22,0.10688145420554938
spread,79,0.8888888888888888,11.984375,22,0.10688145420554938
spread,80,0.8888888888888888,11.984375,22,0.10688145420554938
spread,81,0.8888888888888888,11.984375,22,0.10688145420554938
spread,82,0.8888888888888888,11.984375,22,0.10688145420554938
spread,83,0.8888888888888888,11.984375,22,0.10688145420554938
spread,84,0.8888888888888888,11.984375,22,0.10688145420554938
spread,85,0.8888888888888888,11.984375,22,0.10688145420554938
spread,86,0.8888888888888888,11.984375,22,0.10688145420554938
spread,87,0.8888888888888888,11.984375,22,0.10688145420554938
spread,88,0.8888888888888888,11.984375,22,0.10688145420554938
spread,89,0.8888888888888888,11.984375,22,0.10688145420554938
spread,90,0.8888888888888888,11.984375,22,0.10688145420554938
spread,91,0.8888888888888888,11.984375,22,0.10688145420554938
spread,92,0.8888888888888888,11.984375,22,0.10688145420554938
spread,93,0.8888888888888888,11.984375,22,0.10688145420554938
spread,94,0.8888888888888888,11.984375,22,0.10688145420554938
spread,95,0.8888888888888888,11.984375,22,0.10688145420554938
spread,96,0.8888888888888888,11.984375,22,0.10688145420554938
spread,97,0.8888888888888888,11.984375,22,0.10688145420554938
spread,98,0.8888888888888888,11.984375,22,0.10688145420554938
spread,99,0.8888888888888888,11.984375,22,0.10688145420554938
spread,100,0.8888888888888888,11.984375,22,0.10688145420554938
spread,101,0.8888888888888888,11.984375,22,0.10688145420554938
spread,102,0.8888888888888888,11.984375,22,0.10688145420554938
spread,103,0.8888888888888888,11.984375,22,0.10688145420554938
spread,104,0.8888888888888888,11.984375,22,0.10688145420554938
spread,105,0.8888888888888888,11.984375,22,0.10688145420554938
spread,106,0.8888888888888888,11.984375,22,0.10688145420554938
spread,107,0.8888888888888888,11.984375,22,0.10688145420554938
spread,108,0.8888888888888888,11.984375,22,0.10688145420554938
spread,109,0.8888888888888888,11.984375,22,0.10688145420554938
spread,110,0.8888888888888888,11.984375,22,0.10688145420554938
spread,111,0.8888888888888888,11.984375,22,0.10688145420554938
spread,112,0.8888888888888888,11.984375,22,0.10688145420554938
spread,113,0.8888888888888888,11.984375,22,0.10688145420554938
spread,114,0.8888888888888888,11.984375,22,0.10688145420554938
spread,115,0.8888888888888888,11.984375,22,0.10688145420554938
spread,116,0.8888888888888888,11.984375,22,0.10688145420554938
spread,117,0.8888888888888888,11.984375,22,0.10688145420554938
spread,118,0.8888888888888888,11.984375,22,0.10688145420554938
spread,119,0.8888888888888888,11.984375,22,0.10688145420554938
